ID,query_movie_id,recommended_movie_id,position,title,genre
4473_10,4473,1846,10,Nil By Mouth (1997),Drama
2373_1,2373,190,1,Safe (1995),Thriller
2373_2,2373,6873,2,Intolerable Cruelty (2003),Comedy|Romance
2373_3,2373,7203,3,Final Cut (1998),Drama
2373_4,2373,1812,4,Wide Awake (1998),Children|Comedy|Drama
2373_5,2373,1170,5,Best of the Best 3: No Turning Back (1995),Action
2373_6,2373,6486,6,"Hard Word, The (2002)",Comedy|Crime|Drama|Thriller
2373_7,2373,1208,7,Apocalypse Now (1979),Action|Drama|War
2373_8,2373,8920,8,"Country Girl, The (1954)",Drama
2373_9,2373,6698,9,Nola (2002),Drama
2373_10,2373,3456,10,"Color of Paradise, The (Rang-e khoda) (1999)",Drama
973_1,973,4252,1,"Circle, The (Dayereh) (2000)",Drama
973_2,973,6637,2,Thrashin' (1986),Action|Drama
973_3,973,737,3,Barb Wire (1996),Action|Sci-Fi
973_4,973,2877,4,Tommy (1975),Drama|Musical
973_5,973,2126,5,Snake Eyes (1998),Action|Crime|Mystery|Thriller
973_6,973,7252,6,"Three Stooges in Orbit, The (1962)",Comedy|Sci-Fi
973_7,973,972,7,"Last Time I Saw Paris, The (1954)",Drama
973_8,973,8926,8,Circle of Iron (1978),Action|Adventure|Fantasy|Mystery
973_9,973,2351,9,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
973_10,973,6071,10,Two-Way Stretch (1960),Comedy|Crime
929_1,929,6093,1,"Last Unicorn, The (1982)",Animation|Children|Fantasy
929_2,929,2614,2,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi
929_3,929,8627,3,Confessions of a Burning Man (2003),Documentary
929_4,929,643,4,Peanuts - Die Bank zahlt alles (1996),Comedy
929_5,929,6024,5,Breaking Up (1997),Comedy|Romance
929_6,929,1249,6,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
929_7,929,7233,7,My Letter to George (Mesmerized) (1986),Drama
929_8,929,3700,8,"Brother from Another Planet, The (1984)",Drama|Sci-Fi
929_9,929,3942,9,Sorority House Massacre II (1990),Horror
929_10,929,4425,10,Howling III: The Marsupials (1987),Comedy|Horror
435_1,435,6507,1,Just a Little Harmless Sex (1999),Comedy|Romance
435_2,435,3702,2,Mad Max (1979),Action|Adventure|Sci-Fi
435_3,435,5015,3,Monster's Ball (2001),Drama|Romance
435_4,435,5016,4,"Shipping News, The (2001)",Drama
435_5,435,3952,5,"Contender, The (2000)",Drama|Thriller
435_6,435,7890,6,The Left Handed Gun (1958),Crime|Drama|Western
435_7,435,2124,7,"Addams Family, The (1991)",Children|Comedy|Fantasy
435_8,435,1834,8,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
435_9,435,3338,9,For All Mankind (1989),Documentary
435_10,435,1208,10,Apocalypse Now (1979),Action|Drama|War
7264_1,7264,389,1,"Colonel Chabert, Le (1994)",Drama|Romance|War
7264_2,7264,6953,2,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller
7264_3,7264,4701,3,Rush Hour 2 (2001),Action|Comedy
7264_4,7264,8512,4,Silent Movie (1976),Comedy
7264_5,7264,1522,5,Ripe (1996),Drama
7264_6,7264,4224,6,Exit Wounds (2001),Action|Thriller
7264_7,7264,4628,7,New York Stories (1989),Comedy|Drama
7264_8,7264,816,8,Two Deaths (1995),Drama
7264_9,7264,5240,9,Running Scared (1980),Action|Drama
7264_10,7264,5241,10,Seems Like Old Times (1980),Comedy|Romance
95510_1,95510,154,1,Beauty of the Day (Belle de jour) (1967),Drama
95510_2,95510,7386,2,"Ten Commandments, The (1956)",Adventure|Drama
95510_3,95510,4628,3,New York Stories (1989),Comedy|Drama
95510_4,95510,4673,4,Tango & Cash (1989),Action|Comedy|Crime|Thriller
95510_5,95510,252,5,I.Q. (1994),Comedy|Romance
95510_6,95510,6865,6,"Event, The (2003)",Drama
95510_7,95510,6952,7,Gothika (2003),Horror|Thriller
95510_8,95510,6312,8,"Private Function, A (1984)",Comedy
95510_9,95510,3411,9,Babymother (1998),Drama
95510_10,95510,4757,10,Rock Star (2001),Comedy|Drama|Musical
73290_1,73290,3176,1,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
73290_2,73290,4351,2,Point Break (1991),Action|Crime|Thriller
73290_3,73290,7089,3,Amarcord (1973),Comedy|Drama
73290_4,73290,4942,4,"Angry Red Planet, The (1959)",Sci-Fi
73290_5,73290,4941,5,Flash Gordon (1980),Action|Adventure|Sci-Fi
73290_6,73290,44,6,Mortal Kombat (1995),Action|Adventure|Fantasy
73290_7,73290,7621,7,Vengo (2000),Drama|Musical
73290_8,73290,2289,8,"Player, The (1992)",Comedy|Crime|Drama
73290_9,73290,1264,9,Diva (1981),Action|Drama|Mystery|Romance|Thriller
73290_10,73290,4759,10,Two Can Play That Game (2001),Comedy|Drama
58425_1,58425,5548,1,Down and Out in Beverly Hills (1986),Comedy
58425_2,58425,5549,2,Flaming Star (1960),Western
58425_3,58425,154,3,Beauty of the Day (Belle de jour) (1967),Drama
58425_4,58425,4279,4,True Believer (1989),Crime
58425_5,58425,108,5,Catwalk (1996),Documentary
58425_6,58425,1969,6,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
58425_7,58425,6901,7,Men of Respect (1991),Crime|Drama|Thriller
58425_8,58425,3919,8,Hellraiser III: Hell on Earth (1992),Horror
58425_9,58425,7386,9,"Ten Commandments, The (1956)",Adventure|Drama
58425_10,58425,4628,10,New York Stories (1989),Comedy|Drama
4795_1,4795,3435,1,Double Indemnity (1944),Crime|Drama|Film-Noir
4795_2,4795,8764,2,Under the Lighthouse Dancing (1997),Drama
4795_3,4795,6157,3,Daredevil (2003),Action|Crime
4795_4,4795,6205,4,Mr. North (1988),Comedy|Drama
4795_5,4795,5985,5,Asoka (Ashoka the Great) (2001),Action|Drama|Romance
4795_6,4795,659,6,Purple Noon (Plein soleil) (1960),Crime|Drama|Thriller
4795_7,4795,979,7,Nothing Personal (1995),Drama|War
4795_8,4795,1716,8,"Other Voices, Other Rooms (1995)",Drama
4795_9,4795,5200,9,"Man Who Saw Tomorrow, The (1980)",Documentary
4795_10,4795,5201,10,Eaten Alive (Mangiati Vivi) (1980),Adventure|Horror
6192_1,6192,198,1,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
6192_2,6192,4040,2,Don't Tell Mom the Babysitter's Dead (1991),Comedy
6192_3,6192,8767,3,"Big Clock, The (1948)",Crime|Film-Noir|Thriller
6192_4,6192,1444,4,Guantanamera (1994),Comedy
6192_5,6192,4754,5,"Wicker Man, The (1973)",Drama|Horror|Mystery|Thriller
6192_6,6192,4138,6,My Demon Lover (1987),Comedy|Horror
6192_7,6192,2915,7,Risky Business (1983),Comedy
6192_8,6192,6447,8,Duel at Diablo (1966),War
6192_9,6192,627,9,"Last Supper, The (1995)",Drama|Thriller
6192_10,6192,2794,10,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance
91414_1,91414,4391,1,"Vertical Ray of the Sun, The (Mua he chieu thang dung) (2000)",Drama
91414_2,91414,7413,2,Hangman's Curse (2003),Horror|Mystery|Thriller
91414_3,91414,3018,3,Re-Animator (1985),Comedy|Horror|Sci-Fi
91414_4,91414,2687,4,Tarzan (1999),Adventure|Animation|Children|Drama
91414_5,91414,1730,5,Kundun (1997),Drama
91414_6,91414,5136,6,Wendigo (2001),Drama|Horror
91414_7,91414,5137,7,Scratch (2001),Documentary
91414_8,91414,1344,8,Cape Fear (1962),Crime|Drama|Thriller
91414_9,91414,2144,9,Sixteen Candles (1984),Comedy|Romance
91414_10,91414,4853,10,Brannigan (1975),Action
4419_1,4419,1611,1,My Own Private Idaho (1991),Drama|Romance
4419_2,4419,661,2,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
4419_3,4419,6214,3,Irreversible (Irréversible) (2002),Crime|Drama|Mystery|Thriller
4419_4,4419,2768,4,Stiff Upper Lips (1998),Comedy
4419_5,4419,526,5,"Savage Nights (Nuits fauves, Les) (1992)",Drama
4419_6,4419,601,6,"Wooden Man's Bride, The (Yan shen) (1994)",Drama
4419_7,4419,1480,7,Smilla's Sense of Snow (1997),Drama|Thriller
4419_8,4419,502,8,"Next Karate Kid, The (1994)",Action|Children|Romance
4419_9,4419,2041,9,Condorman (1981),Action|Adventure|Children|Comedy
4419_10,4419,8397,10,"Playboys, The (1992)",Drama|Romance
7089_1,7089,5630,1,Red Dragon (2002),Crime|Mystery|Thriller
7089_2,7089,5631,2,Between Strangers (2002),Drama
7089_3,7089,2036,3,Blank Check (1994),Children|Comedy
7089_4,7089,6529,4,Strange Bedfellows (1965),Comedy
7089_5,7089,1062,5,"Sunchaser, The (1996)",Drama
7089_6,7089,8948,6,Alfie (2004),Comedy|Drama|Romance
7089_7,7089,1312,7,Female Perversions (1996),Drama
7089_8,7089,2038,8,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi
7089_9,7089,497,9,Much Ado About Nothing (1993),Comedy|Romance
7089_10,7089,3704,10,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
117630_1,117630,7404,1,Anna (1987),Drama
117630_2,117630,833,2,High School High (1996),Comedy
117630_3,117630,1247,3,"Graduate, The (1967)",Comedy|Drama|Romance
117630_4,117630,5213,4,"Oh, God! Book II (1980)",Comedy
117630_5,117630,5212,5,"Octagon, The (1980)",Action
117630_6,117630,8646,6,Distant Drums (1951),Action|Romance|Western
117630_7,117630,1799,7,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller
117630_8,117630,6549,8,How to Deal (2003),Comedy|Drama|Romance
117630_9,117630,645,9,Nelly & Monsieur Arnaud (1995),Drama
117630_10,117630,8290,10,Mitchell (1975),Action|Crime
6078_1,6078,7233,1,My Letter to George (Mesmerized) (1986),Drama
6078_2,6078,5032,2,Romantic Comedy (1983),Comedy
6078_3,6078,5031,3,Maria's Lovers (1984),Drama|Romance
6078_4,6078,310,4,Rent-a-Kid (1995),Comedy
6078_5,6078,2301,5,History of the World: Part I (1981),Comedy|Musical
6078_6,6078,1407,6,Scream (1996),Comedy|Horror|Mystery|Thriller
6078_7,6078,2640,7,Superman (1978),Action|Adventure|Sci-Fi
6078_8,6078,2644,8,Dracula (1931),Horror
6078_9,6078,2771,9,Brokedown Palace (1999),Drama
6078_10,6078,4949,10,Invasion U.S.A. (1985),Action|Thriller
7706_1,7706,2507,1,Breakfast of Champions (1999),Comedy|Sci-Fi
7706_2,7706,7574,2,Maborosi (Maboroshi no hikari) (1995),Drama
7706_3,7706,4173,3,When Brendan Met Trudy (2000),Comedy|Romance
7706_4,7706,1265,4,Groundhog Day (1993),Comedy|Fantasy|Romance
7706_5,7706,6463,5,Divine Trash (1998),Documentary
7706_6,7706,41,6,Richard III (1995),Drama|War
7706_7,7706,5872,7,Die Another Day (2002),Action|Adventure|Thriller
7706_8,7706,5871,8,Better Housekeeping (a.k.a. Good Housekeeping) (2000),Comedy|Drama
7706_9,7706,7565,9,Cat-Women of the Moon (a.k.a. Rocket to the Moon) (1953),Adventure|Sci-Fi
7706_10,7706,2323,10,"Cruise, The (1998)",Documentary
87413_1,87413,2760,1,"Gambler, The (Játékos, A) (1997)",Drama
87413_2,87413,8457,2,True Love (1989),Comedy
87413_3,87413,2651,3,Frankenstein Meets the Wolf Man (1943),Horror
87413_4,87413,4688,4,Black Robe (1991),Adventure|Drama
87413_5,87413,6190,5,"Lawless Heart, The (2003)",Comedy|Drama
87413_6,87413,1073,6,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
87413_7,87413,6834,7,Wilder Napalm (1993),Comedy|Fantasy|Romance
87413_8,87413,6005,8,Blue Collar Comedy Tour: The Movie (2003),Comedy|Documentary
87413_9,87413,3221,9,"Draughtsman's Contract, The (1982)",Drama
87413_10,87413,7770,10,Treasure Island (1990),Adventure
61818_1,61818,6167,1,Stand-In (1937),Comedy
61818_2,61818,5233,2,Road to Utopia (1946),Comedy
61818_3,61818,5232,3,Road to Singapore (1940),Comedy|Musical
61818_4,61818,6634,4,Rowing with the Wind (Remando al viento) (1988),Drama|Romance
61818_5,61818,5715,5,"Burning, The (1981)",Horror
61818_6,61818,5716,6,Butterfly (1982),Drama
61818_7,61818,5056,7,"Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle) (1974)",Crime|Drama
61818_8,61818,5055,8,Dragon: The Bruce Lee Story (1993),Action|Drama
61818_9,61818,6040,9,Darkness Falls (2003),Horror|Thriller
61818_10,61818,7387,10,Dawn of the Dead (1978),Action|Drama|Horror
7564_1,7564,1313,1,Mad Dog Time (1996),Crime
7564_2,7564,8738,2,"Woman Is a Woman, A (femme est une femme, Une) (1961)",Comedy|Drama|Musical|Romance
7564_3,7564,1179,3,"Grifters, The (1990)",Crime|Drama|Film-Noir
7564_4,7564,2765,4,"Acid House, The (1998)",Comedy|Drama
7564_5,7564,7239,5,Marooned (1969),Drama|Sci-Fi
7564_6,7564,632,6,Land and Freedom (Tierra y libertad) (1995),Drama|War
7564_7,7564,1970,7,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
7564_8,7564,4298,8,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller
7564_9,7564,6578,9,"Kiss Me, Stupid (1964)",Comedy
7564_10,7564,4045,10,Breakheart Pass (1975),Western
30883_1,30883,2904,1,Rain (1932),Drama
30883_2,30883,4080,2,Baby Boom (1987),Comedy
30883_3,30883,6868,3,Wonderland (2003),Crime|Drama|Mystery|Thriller
30883_4,30883,7768,4,Guncrazy (1992),Crime|Drama|Thriller
30883_5,30883,7460,5,Coffee and Cigarettes (2003),Comedy|Drama
30883_6,30883,3851,6,I'm the One That I Want (2000),Comedy
30883_7,30883,397,7,"Fear, The (1995)",Horror
30883_8,30883,3803,8,Greaser's Palace (1972),Comedy|Drama|Western
30883_9,30883,2450,9,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
30883_10,30883,3742,10,Battleship Potemkin (1925),Drama|War
4410_1,4410,4800,1,King Solomon's Mines (1937),Action|Adventure|Drama|Romance|Thriller
4410_2,4410,2424,2,You've Got Mail (1998),Comedy|Romance
4410_3,4410,2609,3,"King of Masks, The (Bian Lian) (1996)",Drama
4410_4,4410,3470,4,Dersu Uzala (1975),Adventure|Drama
4410_5,4410,8992,5,"Errand Boy, The (1961)",Comedy
4410_6,4410,4895,6,"Wash, The (2001)",Comedy
4410_7,4410,4740,7,Maybe Baby (2000),Comedy|Romance
4410_8,4410,1821,8,"Object of My Affection, The (1998)",Comedy|Romance
4410_9,4410,895,9,Venice/Venice (1992),Drama
4410_10,4410,3650,10,Anguish (Angustia) (1987),Horror
44657_1,44657,3921,1,Beach Party (1963),Comedy
44657_2,44657,8976,2,San Antonio (1945),Western
44657_3,44657,6985,3,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",Drama
44657_4,44657,4685,4,Warlock: The Armageddon (1993),Horror
44657_5,44657,6850,5,Leap of Faith (1992),Comedy|Drama
44657_6,44657,6851,6,"Gas, Food, Lodging (1992)",Drama|Romance
44657_7,44657,5755,7,Happy Birthday to Me (1981),Horror|Mystery
44657_8,44657,5756,8,Heartbeeps (1981),Comedy|Sci-Fi
44657_9,44657,7253,9,It (1927),Comedy|Romance
44657_10,44657,1799,10,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller
490_1,490,3709,1,Sleepwalkers (1992),Horror
490_2,490,6326,2,City of Ghosts (2002),Crime|Drama|Thriller
490_3,490,2979,3,Body Shots (1999),Drama
490_4,490,4321,4,City Slickers (1991),Comedy|Western
490_5,490,4809,5,Silkwood (1983),Drama
490_6,490,6469,6,Cahill U.S. Marshal (Cahill: United States Marshal) (Wednesday Morning) (1973),Western
490_7,490,2891,7,"Happy, Texas (1999)",Comedy
490_8,490,608,8,Fargo (1996),Comedy|Crime|Drama|Thriller
490_9,490,4486,9,Clean and Sober (1988),Drama
490_10,490,7566,10,28 Up (1985),Documentary
841_1,841,5412,1,"Villain, The (1979)",Comedy|Western
841_2,841,5413,2,Zombie Holocaust (a.k.a. Doctor Butcher M.D.) (Zombi Holocaust) (1980),Horror
841_3,841,4961,3,Pornstar: The Legend of Ron Jeremy (2001),Documentary
841_4,841,4962,4,Texas Rangers (2001),Adventure|Western
841_5,841,8194,5,Baby Doll (1956),Drama
841_6,841,1273,6,Down by Law (1986),Comedy|Drama|Film-Noir
841_7,841,4300,7,Bread and Roses (2000),Drama
841_8,841,4534,8,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),Adventure|Drama|Western
841_9,841,3037,9,Little Big Man (1970),Western
841_10,841,3779,10,Project Moon Base (1953),Sci-Fi
68554_1,68554,6769,1,Mambo Italiano (2003),Comedy
68554_2,68554,5329,2,"Salton Sea, The (2002)",Crime|Drama|Thriller
68554_3,68554,5328,3,Rain (2001),Drama|Romance
68554_4,68554,2578,4,"Sticky Fingers of Time, The (1997)",Sci-Fi
68554_5,68554,571,5,"Wedding Gift, The (1994)",Drama|Romance
68554_6,68554,6,6,Heat (1995),Action|Crime|Thriller
68554_7,68554,1026,7,So Dear to My Heart (1949),Children|Drama
68554_8,68554,5570,8,Thesis (Tesis) (1996),Drama|Horror|Thriller
68554_9,68554,5571,9,"Pinochet Case, The (Cas Pinochet, Le) (2001)",Documentary
68554_10,68554,8744,10,Fancy Pants (1950),Comedy|Western
145080_1,145080,330,1,Tales from the Hood (1995),Action|Crime|Horror
145080_2,145080,5534,2,Hush! (2001),Drama
145080_3,145080,5535,3,How I Killed My Father (a.k.a. My Father and I) (Comment j'ai tué mon Père) (2001),Drama
145080_4,145080,6098,4,"Marathon Family, The (Maratonci Trce Pocasni Krug) (1982)",Comedy
145080_5,145080,8237,5,"Way Ahead, The (a.k.a. The Immortal Battalion) (1944)",Drama|War
145080_6,145080,5965,6,"Duellists, The (1977)",Action|War
145080_7,145080,8235,7,Safety Last! (1923),Action|Comedy|Romance
145080_8,145080,2769,8,"Yards, The (2000)",Crime|Drama
145080_9,145080,3447,9,"Good Earth, The (1937)",Drama
145080_10,145080,7726,10,Boy Meets Girl (1998),Comedy|Romance
77177_1,77177,312,1,Stuart Saves His Family (1995),Comedy
77177_2,77177,7724,2,Steel Dawn (1987),Action|Sci-Fi
77177_3,77177,4609,3,Jacknife (1989),Drama
77177_4,77177,1300,4,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama
77177_5,77177,7049,5,Flying Down to Rio (1933),Comedy|Musical|Romance
77177_6,77177,1704,6,Good Will Hunting (1997),Drama|Romance
77177_7,77177,1174,7,Dead Tired (Grosse Fatigue) (1994),Comedy
77177_8,77177,3505,8,No Way Out (1987),Drama|Mystery|Thriller
77177_9,77177,3109,9,"River, The (1984)",Drama
77177_10,77177,570,10,"Slingshot, The (Kådisbellan) (1993)",Comedy|Drama
3949_1,3949,306,1,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
3949_2,3949,4603,2,Her Alibi (1989),Comedy|Romance
3949_3,3949,2402,3,Rambo: First Blood Part II (1985),Action|Adventure|Thriller
3949_4,3949,8532,4,"Door in the Floor, The (2004)",Drama
3949_5,3949,4704,5,Hatari! (1962),Adventure|Comedy
3949_6,3949,3483,6,"Road to El Dorado, The (2000)",Animation|Children
3949_7,3949,642,7,Roula (1995),Drama
3949_8,3949,2388,8,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance
3949_9,3949,2945,9,Mike's Murder (1984),Mystery
3949_10,3949,7288,10,Foolish Wives (1922),Drama
8814_1,8814,1810,1,Primary Colors (1998),Comedy|Drama
8814_2,8814,5660,2,Seance on a Wet Afternoon (1964),Crime|Drama|Thriller
8814_3,8814,5661,3,Shamus (1973),Crime|Mystery
8814_4,8814,4799,4,"It's a Mad, Mad, Mad, Mad World (1963)",Comedy
8814_5,8814,1989,5,Prom Night III: The Last Kiss (1989),Horror
8814_6,8814,1465,6,Rosewood (1997),Action|Drama
8814_7,8814,6657,7,"Beast from 20,000 Fathoms, The (1953)",Sci-Fi
8814_8,8814,3385,8,Volunteers (1985),Comedy
8814_9,8814,440,9,Dave (1993),Comedy|Romance
8814_10,8814,454,10,"Firm, The (1993)",Drama|Thriller
2095_1,2095,4245,1,Shadow Magic (2000),Drama|Romance
2095_2,2095,4388,2,Scary Movie 2 (2001),Comedy
2095_3,2095,4807,3,Spring Break (1983),Comedy
2095_4,2095,5541,4,Hot Shots! (1991),Action|Comedy|Romance|War
2095_5,2095,5540,5,Clash of the Titans (1981),Action|Adventure|Fantasy|Romance
2095_6,2095,5656,6,Festival in Cannes (2001),Drama
2095_7,2095,5657,7,Flashback (1990),Action|Comedy
2095_8,2095,8867,8,Anatomy of Hell (Anatomie de l'enfer) (2004),Drama
2095_9,2095,3846,9,Easy Money (1983),Comedy
2095_10,2095,4960,10,"Independent, The (2000)",Comedy
121035_1,121035,4337,1,"Sand Pebbles, The (1966)",Drama|Romance|War
121035_2,121035,5033,2,"Russia House, The (1990)",Drama|Thriller
121035_3,121035,5034,3,"Truly, Madly, Deeply (1991)",Drama|Romance
121035_4,121035,7115,4,Deep Red (Profondo rosso) (1975),Horror|Mystery|Thriller
121035_5,121035,4048,5,Imaginary Crimes (1994),Drama
121035_6,121035,862,6,Manny & Lo (1996),Drama
121035_7,121035,6777,7,Judgment at Nuremberg (1961),Drama
121035_8,121035,2940,8,Gilda (1946),Drama|Film-Noir|Mystery|Romance
121035_9,121035,3321,9,"Waiting Game, The (2000)",Comedy
121035_10,121035,3452,10,Romeo Must Die (2000),Action|Crime|Romance|Thriller
773_1,773,1539,1,Twin Town (1997),Comedy|Crime
773_2,773,1485,2,Liar Liar (1997),Comedy
773_3,773,6437,3,13 Rue Madeleine (1947),Thriller|War
773_4,773,1192,4,Paris Is Burning (1990),Documentary
773_5,773,144,5,"Brothers McMullen, The (1995)",Comedy
773_6,773,3780,6,Rocketship X-M (1950),Sci-Fi
773_7,773,4276,7,Lost in America (1985),Comedy
773_8,773,3,8,Grumpier Old Men (1995),Comedy|Romance
773_9,773,45,9,To Die For (1995),Comedy|Drama|Thriller
773_10,773,8613,10,"Time of Your Life, The (1948)",Comedy|Drama
6687_1,6687,631,1,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
6687_2,6687,367,2,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
6687_3,6687,6135,3,Still of the Night (1982),Mystery|Thriller
6687_4,6687,3878,4,X: The Unknown (1956),Horror|Sci-Fi
6687_5,6687,6116,5,"Pirate Movie, The (1982)",Adventure|Comedy|Musical
6687_6,6687,4788,6,Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979),Drama|Romance
6687_7,6687,2108,7,L.A. Story (1991),Comedy|Romance
6687_8,6687,3909,8,Woman on Top (2000),Comedy|Romance
6687_9,6687,4862,9,Not Without My Daughter (1991),Drama
6687_10,6687,3052,10,Dogma (1999),Adventure|Comedy|Fantasy
165075_1,165075,4577,1,Casualties of War (1989),Drama|War
165075_2,165075,1132,2,Manon of the Spring (Manon des sources) (1986),Drama
165075_3,165075,298,3,Pushing Hands (Tui shou) (1992),Drama
165075_4,165075,3910,4,Dancer in the Dark (2000),Drama|Musical
165075_5,165075,1304,5,Butch Cassidy and the Sundance Kid (1969),Action|Western
165075_6,165075,1013,6,"Parent Trap, The (1961)",Children|Comedy|Romance
165075_7,165075,6034,7,"Paradise, Hawaiian Style (1966)",Comedy|Musical
165075_8,165075,6951,8,"Cat in the Hat, The (2003)",Children|Comedy
165075_9,165075,2845,9,Whiteboyz (1999),Comedy|Drama
165075_10,165075,8907,10,Shark Tale (2004),Animation|Children|Comedy
156706_1,156706,1297,1,Real Genius (1985),Comedy
156706_2,156706,225,2,Disclosure (1994),Drama|Thriller
156706_3,156706,264,3,"Enfer, L' (1994)",Drama
156706_4,156706,8372,4,Garfield: The Movie (2004),Animation|Children|Comedy
156706_5,156706,6067,5,Ordinary Decent Criminal (2000),Comedy|Crime
156706_6,156706,7354,6,Mad Dog and Glory (1993),Comedy|Drama|Romance
156706_7,156706,393,7,Street Fighter (1994),Action|Adventure|Fantasy
156706_8,156706,3054,8,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi
156706_9,156706,1337,9,"Body Snatcher, The (1945)",Drama|Horror|Thriller
156706_10,156706,345,10,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
112316_1,112316,4600,1,Gross Anatomy (a.k.a. A Cut Above) (1989),Comedy|Drama
112316_2,112316,2979,2,Body Shots (1999),Drama
112316_3,112316,2891,3,"Happy, Texas (1999)",Comedy
112316_4,112316,6326,4,City of Ghosts (2002),Crime|Drama|Thriller
112316_5,112316,6283,5,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller
112316_6,112316,7143,6,"Last Samurai, The (2003)",Action|Adventure|Drama|War
112316_7,112316,285,7,Beyond Bedlam (1993),Drama|Horror
112316_8,112316,6795,8,Black Moon Rising (1986),Action|Crime|Sci-Fi|Thriller
112316_9,112316,6522,9,Man's Favorite Sport? (1964),Comedy
112316_10,112316,7566,10,28 Up (1985),Documentary
133645_1,133645,3668,1,Romeo and Juliet (1968),Drama|Romance
133645_2,133645,2752,2,Outrageous Fortune (1987),Comedy|Mystery
133645_3,133645,6393,3,For Sale (À Vendre) (1998),Drama
133645_4,133645,2363,4,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi
133645_5,133645,2379,5,Police Academy 2: Their First Assignment (1985),Comedy|Crime
133645_6,133645,5290,6,First Men in the Moon (1964),Adventure|Sci-Fi
133645_7,133645,5291,7,Rashomon (Rashômon) (1950),Crime|Drama|Mystery
133645_8,133645,4610,8,"January Man, The (1989)",Comedy|Crime|Mystery|Thriller
133645_9,133645,8040,9,Brain Donors (1992),Comedy
133645_10,133645,6547,10,Northfork (2003),Drama|Fantasy
8511_1,8511,5960,1,Bad Influence (1990),Drama|Thriller
8511_2,8511,3839,2,Phantasm IV: Oblivion (1998),Horror
8511_3,8511,6147,3,"White Rose, The (Weiße Rose, Die) (1982)",Drama|Film-Noir
8511_4,8511,6124,4,Savannah Smiles (1982),Comedy
8511_5,8511,2206,5,Suspicion (1941),Film-Noir|Mystery|Thriller
8511_6,8511,3871,6,Shane (1953),Drama|Western
8511_7,8511,5344,7,Thief of Hearts (1984),Drama|Thriller
8511_8,8511,5345,8,Triumph of the Spirit (1989),Drama
8511_9,8511,6244,9,Salaam Bombay! (1988),Drama
8511_10,8511,7893,10,Return of the Street Fighter (Satsujin ken 2) (1974),Action|Crime|Drama
665_1,665,6612,1,Brother's Keeper (1992),Documentary
665_2,665,3574,2,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi
665_3,665,1684,3,Mrs. Dalloway (1997),Drama|Romance
665_4,665,3760,4,"Kentucky Fried Movie, The (1977)",Comedy
665_5,665,4928,5,That Obscure Object of Desire (Cet obscur objet du désir) (1977),Drama
665_6,665,6548,6,Bad Boys II (2003),Action|Comedy|Crime|Thriller
665_7,665,4499,7,Dirty Rotten Scoundrels (1988),Comedy
665_8,665,8832,8,Warriors of Heaven and Earth (Tian di ying xiong) (2003),Action|Adventure|Drama
665_9,665,6592,9,"Secret Lives of Dentists, The (2002)",Drama
665_10,665,5723,10,Continental Divide (1981),Comedy|Romance
65037_1,65037,6400,1,Murder on a Sunday Morning (Un coupable idéal) (2001),Documentary
65037_2,65037,6766,2,Camera Obscura (2000),Crime|Drama|Thriller
65037_3,65037,6636,3,"Sure Thing, The (1985)",Comedy|Romance
